Era,Name,Notes,Length,"Release
Date",Type,Streaming,Link(s),Alternate Link(s)
Man On The Moon,"Heart Of A Lion (Kid Cudi Theme Music)
(prod. Free School)","Track 5 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Jean Baptiste, & Michael Henry. Recorded by Andrew Dawson, & Anthony Kilhoffer. Assisted by Christian Mochizuki, & Taylor Rohrbacher. Recorded also by Ryan West. Assisted by Michael Makowski, Josh Shultz, & Anthony Palazzole. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Background Vocals by Jeff Bhasker. Keyboards by Jeff Bhasker. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:21,Sep 2009,Album Track,Yes,https://open.spotify.com/track/4FgcgJpZaKJRog2EISGWjN?si=b472c4fdba1b448d,
Man On The Moon,"My World
(prod. Plain Pat, & Jeff Bhasker) (feat. Billy Cravens)","Track 6 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Patrick Reynolds, Jeff Bhasker, Claude Puterflam, Christian Padovan, & Gerard Kawczynski. Recorded by Andrew Dawson, & Anthony Kilhoffer. Assisted by Christian Mochizuki, & Taylor Rohrbacher. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Contains a sample of the song ""All What I Have"" by Le Systeme Crapoutchik. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:03,Sep 2009,Album Track,Yes,https://open.spotify.com/track/38RSpldD3Vlc7Uud9gAxFG?si=175002670f134a85,
Man On The Moon,"Day N Nite (Nightmare)
(prod. Kid Cudi, & Dot Da Genius)","Track 7 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, & Oladipo Omishore. Recorded by Dot Da Genius. Mixed by Dot Da Genius. Additional Vocals by LEX of Headbanga Muzik Group. Mastered by Vlado Meller. Embodies elements of ""She's Right"" by Smoosh. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone. She's Right was performed around 2005 so who knows if this is where he got the sample.",3:41,Sep 2009,Album Track,Yes,https://open.spotify.com/track/5wfllwdjglyQislkskYLBv?si=ff7e9b7730034f38,
Man On The Moon,"Sky Might Fall
(prod. Kanye West & Kid Cudi)","Track 8 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, & Kanye West. Recorded by Andrew Dawson, Anthony Kilhoffer, & Emile Haynie. Assisted by Christian Mochizuki, & Taylor Rohrbacher. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Keyboards by Jeff Bhasker. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:41,Sep 2009,Album Track,Yes,https://open.spotify.com/track/3Ygy1L8ABabUA7MwoOLiPM?si=783c758614aa474e,
Man On The Moon,"Enter Galactic (Love Connection Part 1)
(prod. ILLFONICS)
(Intergalactic, You & Me)","Track 9 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, & Matt Friedman. Recorded by Emile Haynie. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:20,Sep 2009,Album Track,Yes,https://open.spotify.com/track/0ujsBQIHVikzdQOekiu5gS?si=5300725e9bb647db,
Man On The Moon,"Alive (Nightmare)
(prod. Ratatat) (feat. Ratatat)","Track 10 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Evan Mast, & Mike Stroud. Recorded by Ari ""R.E Thuggz"" Raskin, & Evan Mast. Assisted by Michael Makowski, Josh Shultz, & Anthony Palazzole. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:07,Sep 2009,Album Track,Yes,https://open.spotify.com/track/3HG3QFERdP3Q1b6VGahwWs?si=ffb80017cd094b81,
Man On The Moon,"Cudi Zone
(prod. Emile Haynie)","Track 11 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, & Emile Haynie. Recorded by Emile Haynie. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:19,Sep 2009,Album Track,Yes,https://open.spotify.com/track/03MWa1FMygR3RrQoQytsjS?si=52f03707cb9d402f,
Man On The Moon,"Make Her Say
(prod. By Kanye West) (feat. Kanye West & Common)","Track 12 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Kanye West, Lonnie Lynn, Stefani Germanotta, Nadir Khayat, Faheem Najm, Nathan Walker, Breyon Prescott, Christopher Henderson, Brandon Melancon, James T. Brown, John Conte, Jr., Terius Nash, Christopher Stewart, & Jamie Foxx. Recorded by Andrew Dawson, & Anthony Kilhoffer. Assisted by Christian Mochizuki, & Taylor Rohrbacher. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Keyboards by Jeff Bhasker. Mastered by Vlado Meller. Contains a sample of the song ""Poker Face (Live at The Cherrytree House, Piano & Voice Version)"" by Lady Gaga, ""Let's Ride"" by Q-Tip, & ""Humpty Dump"" by The Vibrettes. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:36,Sep 2009,Album Track,Yes,https://open.spotify.com/track/7dZAPeA3Of5j5Vaef0DQ6M?si=9e7d6efe1a49461b,
Man On The Moon,"Pursuit of Happiness (Nightmare)
(prod. Ratatat) (feat. MGMT & Ratatat)","Track 13 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Evan Mast, & Mike Stroud. Recorded by Ryan West, & Evan Mast. Assisted by Michael Makowski, Josh Shultz, & Anthony Palazzole. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Additional Vocals by Andrew VanWyngarden, & Ben Goldwasser. Guitar Solo by Mike Stroud. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",4:55,Sep 2009,Album Track,Yes,https://open.spotify.com/track/6MtKObWYda2qnNIpJI21uD?si=bdf004f999a14957,
Man On The Moon,"Hyyerr
(prod. Crada) (feat. Chip Tha Ripper)","Track 14 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Christian Kalla, Charles Worth, Kenneth Gamble, & Leon Huff. Recorded by Ryan West. Assisted by Michael Makowski, Josh Shultz, & Anthony Palazzole. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Contains a sample of the song ""Early Morning Love"" by Lou Rawls. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone. Originally a Chip Tha Ripper song that Cudi asked for MOTM I.",3:32,Sep 2009,Album Track,Yes,https://open.spotify.com/track/5lqTk7DqY4hsbLNB48kByx?si=614f2243ebd14394,
Man On The Moon,"Up Up & Away
(prod. Free School)","Track 15 from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Jean Baptiste, Michael McHenry, & Alain Whyte. Recorded by Andrew Dawson, & Anthony Kilhoffer. Assisted by Christian Mochizuki, & Taylor Rohrbacher. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Guitar Solo by Alan Whyte. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:48,Sep 2009,Album Track,Yes,https://open.spotify.com/track/1RUTIdTnFs8lHSc0Zr4UJB?si=1dd25e41887d43a0,
Man On The Moon,"Man On The Moon (The Anthem)
(prod. Nosaj Thing, & Emile)","Track 16 from Kid Cudi's 2009 album MOTM I: The End Of Day (Deluxe). Written by Scott Mescudi, & Jason Chung. Recorded by Emile Haynie. Engineered by Emile Haynie, & Kaleb Rollins. Mixed by Emile Haynie. Contains a sample of the song ""Aquarium"" by Nosaj Thing. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:32,Sep 2009,Album Track,Yes,https://open.spotify.com/track/78T9DulqSBWqkaxczcGBfk?si=88e23e13c95049bd,
Man On The Moon,"T.G.I.F.
(prod. The KickDrums) (feat. Chip Tha Ripper)","Track 17 from Kid Cudi's 2009 album MOTM I: The End Of Day (Deluxe). Written by Scott Mescudi, Charles Worth, Alex Fitts, & Matt Penttila. Recorded by Emile Haynie. Engineered by Emile Haynie, & Kaleb Rollins. Mixed by Emile Haynie. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",2:32,Sep 2009,Album Track,Yes,https://open.spotify.com/track/1yp5HJr4YAVZeWqkBfAGH5?si=62d4dffdfd924199,
Man On The Moon,"Is There Any Love
(prod. Emile) (feat. Wale)","Track 18 from Kid Cudi's 2009 album MOTM I: The End Of Day (Deluxe). Written by Scott Mescudi, Olubowale Victor Akintimehin, Emile Haynie, Trevor Dandy, Mark Hasselbach, & Paul Zaza. Recorded by Emile Haynie. Engineered by Emile Haynie, & Kaleb Rollins. Mixed by Emile Haynie. Contains a sample of the song ""Is There Any Love"" by Trevor Dandy. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:31,Sep 2009,Album Track,Yes,https://open.spotify.com/track/1iLwMxZsicRFj3Ku2ZKXNd?si=83467b16ff774828,
Man On The Moon,"K.Sparks - Take Em High
(prod. Pajozo) (feat. Kid Cudi)",Track 3 from K.Sparks 2008 album Definition as well as a mixtape titled Area 51.,2:59,Sep 2008,Feature,Yes,https://open.spotify.com/track/2qGfPPeJ0P6FC9D5r8ogb8?si=5a4bf212f9734ac0,
Man On The Moon,"David Guetta - Memories
(prod. David Guetta, & Frédéric Riesterer) (feat. Kid Cudi)","Track 4 from David Guetta's 2009 album One Love. Written by Scott Mescudi, David Guetta, & Fred Rister. Mastered by Chris Gehringer.",3:30,Aug 2009,Feature,Yes,https://open.spotify.com/track/4dTaAiV9xFFCxnPur9c9yL?si=05b9eaaf809649ba,
Man On The Moon,"JAY-Z - Already Home
(prod. Kanye West, No I.D., & Jeff Bhasker) (feat. Kid Cudi)","Track 11 from Jay-Z's 2009 album The Blueprint 3. Written by Sean Carter, Kanye West, Ernest Wilson, Scott Mescudi, & Harry Mudie. Recorded by Gimel ""Young Guru"" Keaton, & Andrew Dawson. Mixed by Gimel Keaton. Contains a sample of ""Mad Mad Ivy"" by Gladstone Anderson and the Mudies All-Stars"" & ""Public Service Announcement Interlude"" by JAY-Z. Executive produced by JAY-Z, & Kanye West. Mastered by Tony Dawsey.",4:29,Sep 2009,Feature,Yes,https://open.spotify.com/track/6BspqxU4vVF6ZsWjfgIJkK?si=3296226ac6184710,
Cudder: The Revolution Of Evolution,"Consequence - Whatever U Want (G.O.O.D. Remix)
(prod. Kanye West, & Jeff Bhasker) (feat. Kanye West, Common, Kid Cudi, Big Sean, & John Legend)","Released as a single on January 23rd, 2010. Samples the song ""We Want To Parrty Parrty Parrty"" by Lyn Collins.",4:08,Jan 2010,Feature,Yes,https://open.spotify.com/track/0T16XILeMeaxoaewaaEEli,
Cudder: The Revolution Of Evolution,"Crookers - Embrace The Martian
(prod. Crookers) (Performed by Kid Cudi)","Track 20 from Crookers 2010 album Tons Of Friends. Written by Scott Mescudi, Andrea Fratangelo, & Francesco Barbaglia. Mixed by Crookers.",3:39,Mar 2010,Feature,Yes,https://music.apple.com/us/album/tons-of-friends/472566837,
Cudder: The Revolution Of Evolution,"Snoop Dogg - That Tree
(prod. Diplo, & Paul Devro) (feat. Kid Cudi)","Track 5 from Snoop Dogg's 2010 album More Malice. Written by Calvin Broadus, Scott Mescudi, & Thomas Wesley Pentz. Recorded by Frank Vazquez. Mixed by Diplo. Assistant Engineer by Jesse Novak. Mastered by Mike Bozzi, & Brian ""Big Bass"" Gardner. Executive produced by Bigg Snoop Dogg.",4:31,Mar 2010,Feature,Yes,https://open.spotify.com/track/4HC13oxSHOqA092lFbRnyW?si=f666f072535046e0,
,"Man On The Moon II: The Legend Of Mr. Rager
(Man On The Moon II: The Ghost In The Machine)","(01/14/2010) (Kid Cudi announces that he is no longer working on Cudder: The Revolution Of Evolution and is now working on Man On The Moon II)
(11/9/2010) (Man On The Moon II: The Legend Of Mr. Rager officially releases)
(2010)",,,"""Man on the Moon II: The Legend of Mr. Rager"" is the second studio album by American rapper Kid Cudi. It was released on November 9th, 2010, through Dream On and G.O.O.D. Music, and distributed by Universal Motown Records. It serves as a sequel to his debut studio album ""Man on the Moon: The End of Day,"" and is the second installment of the Man on the Moon trilogy. The album incorporates alternative and psychedelic elements to the sound that Cudi explored in his previous album. It features a blend of dark and emotional lyrics, exploring themes of depression, loneliness, detachment, and isolation. The album also highlights other topics, such as Cudi's former cocaine addiction, fame, and alcoholism, as well as family issues and women. Evolved from 'Cudder' ('Cudder: The Revolution Of Evolution')",,,
Man On The Moon II,"Pursuit of Happiness (Nightmare)
(prod. Ratatat) (feat. MGMT, & Ratatat)","Sent as a Single from Kid Cudi's 2009 album MOTM I: The End Of Day. Written by Scott Mescudi, Evan Mast, & Mike Stroud. Recorded by Ryan West, & Evan Mast. Assisted by Michael Makowski, Josh Shultz, & Anthony Palazzole. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Additional Vocals by Andrew VanWyngarden, & Ben Goldwasser. Guitar Solo by Mike Stroud. Strings Arranged by Larry Gold. Strings Conducted by The Larry Gold Orchestra. Mastered by Vlado Meller. Executive produced by Kanye West. Co-executive produced by Kid Cudi, Plain Pat, Emile Haynie, & Sylvia Rhone.",3:21,Jan 2010,Single,No,https://open.spotify.com/track/6MtKObWYda2qnNIpJI21uD?si=bdf004f999a14957,
Man On The Moon II,"Johnny Polygon - Riot Song (Remix)
(prod. Picnic Tyme) (feat. Kid Cudi)",Track 14 from Johnny Polygon's 2010 album Rebel Without Applause.,4:07,Mar 2010,Feature,Yes,https://open.spotify.com/track/7yLfbi5SVqFZrzXA8f8RcK?si=8ae7ee5606584213,
Man On The Moon II,"Dan Black - Symphonies
(prod. Dan Black) (feat. Kid Cudi)","Track 13 from Dan Black's 2010 album ((UN)). Written by Dan Black, & Scott Mescudi. Recorded by Ryan West. Mastered by Chris Gehringer.",3:46,Mar 2010,Feature,Yes,https://open.spotify.com/track/658MpWKxDiBr29XMvxRV2s?si=d4bca5fa551c4714,
Man On The Moon II,"Chip Tha Ripper - All Talk
(prod. James Murphy) (feat. Kid Cudi)","Track 5 from Chip Tha Ripper's 2010 mixtape Independence Day. Kid Cudi & Chip Tha Ripper were both tripping on shrooms when they recorded this which is why Kid Cudi sounds a little funny. Contains a sample of the song ""Dance Yrself Clean"" by LCD Soundsystem.",3:30,Jul 2010,Feature,No,https://krakenfiles.com/view/SElmRlOmoQ/file.html,
Man On The Moon II,"Converse Single - All Summer
(feat. Kid Cudi, Best Coast, & Batmanglij of Vampire Weekend) (prod. Rostam Batmanglij, Geoff Cottrill, Scott Nelson, Michael Spillane, Jeff Tammes, Rob Stone, Jon Cohen, Cornerstone, & Anomaly","Single for Converse. Released on their website. Written by Scott Mescudi, Rostam Batmanglij, & Bethany Consentino. Mastered by Emily Lazar, & Joe LaPorta.",3:34,Jul 2010,Other,No,https://krakenfiles.com/view/AxRKu5quOu/file.html,
Man On The Moon II,"Gotta Have It
(prod. The Neptunes & Kanye West)","Track 5 from Kanye West's and JAY-Z's 2011 album Watch The Throne. Also released as a single on December 6th, 2011. Mixed by Mike Dean and Noah Goldstein. Mastered by Mike Dean. Engineered by Noah Goldstein and Mike Dean. Samples the songs ""My Thang"" by James Brown, ""Don't Tell a Lie About Me and I Won't Tell the Truth on You"" by James Brown, ""I'm a Greedy Man"" by James Brown, and ""People Get Up and Drive Your Funky Soul (Remix)"" by James Brown. Interpolates the songs ""The Temple"" by Harry Gregson-Williams and ""Racks"" by YC. Additional Vocals by Kid Cudi.",2:20,Oct 2010,Feature,Yes,https://open.spotify.com/track/2aqe2NgAwmMlPgtf1MnGoy?si=2a4375c100f04886&nd=1&dlsi=f3fe83cb305e4d02,
Man On The Moon II,"Murder To Excellence
(prod. Swizz Beatz, S1 & Caleb Sean)
(Black Excellence, Black On Black, Black On Black Murder)","Track 10 from Kanye West's and JAY-Z's 2011 album Watch The Throne. Has bass guitar and organ from Caleb Sean. Mixed by Anthony Kilhoffer. Mastered by Mike Dean. Engineered by Noah Goldstein and Mat Arnold. Samples the songs ""La La La"" by Indiggo Twins and ""The Sorcerer of Isis (The Ritual of the Mole)"" by Power of Zeus. Interpolates the songs ""Katutoka Corrine"" by Quincy Jones, ""Lucifer"" by JAY-Z, ""Survival of the Fittest"" by Mobb Deep, and ""What Up Gangsta?"" by 50 Cent. Additional Vocals by Kid Cudi.",5:00,Oct 2010,Feature,Yes,https://open.spotify.com/track/3Gjc2FE6BEMMHURUjlMXvX?si=3b3db26c4df24190,
Man On The Moon II,"Kanye West & JAY-Z - The Joy
(feat. Kid Cudi, Pete Rock, Charlie Wilson, & Curtis Mayfield)","Released as a single on October 29th, 2010, as part of Kanye's G.O.O.D. Fridays series. Also track 16 from the deluxe edition of Kanye West's and JAY-Z's 2011 album Watch the Throne. Samples the songs ""Different Strokes"" by Syl Johnson and ""The Makings of You"" by Curtis Mayfield.",5:16,Oct 2010,Feature,Yes,https://open.spotify.com/track/0fjUmA3EdEZBBVyKNhsct0,https://krakenfiles.com/view/gt19ETOLjA/file.html
Man On The Moon II,"Kanye West - Good Friday
(prod. Kanye West) (feat. Common, Pusha T, Kid Cudi, Big Sean & Charlie Wilson)","Released as a single on September 10th, 2010, as part of Kanye's G.O.O.D. Fridays series. Samples the songs ""(You) Got What I Need"" by Freddie Scott, ""La Di Da Di"" by Doug E. Fresh & The Get Fresh Crew, ""Hook and Sling - Part I"" by Eddie Bo, and ""Get Up, Get Into It, Get Involved"" by James Brown. Interpolates the songs ""MC's Act Like They Don't Know"" by KRS-One and ""My Closet"" by SayItAintTone & Big Sean.",5:12,Sep 2010,Feature,No,https://pillowcase.su/f/44f4d287e5d26fa0fc0524be7e9b5828,
Man On The Moon II,"G.O.O.D. Music - Christian Dior Denim Flow [V1]
(prod. Kanye West) (feat. Kid Cudi, Pusha T, John Legend, Lloyd Banks, & Ryan Leslie)","Released as a single on October 1st, 2010, as part of Kanye's G.O.O.D. Fridays series. Also includes an extended Ryan Leslie verse. Samples the song ""Living Together Is Keeping Us Apart"" by Clarence Reid.",6:50,Oct 2010,Feature,No,https://pillowcase.su/f/210fa178db58f383ae3e4eb1315d5786,https://nippyshare.com/v/861716
Man On The Moon II,"G.O.O.D. Music - Christian Dior Denim Flow [V2]
(prod. Kanye West) (feat. Kid Cudi, Pusha T, John Legend, Lloyd Banks & Ryan Leslie)","Released as an update to the original version. Unknown when this version was released. Different vocal effects on ""all the models to the floor right now"" lines. Also includes an extended Ryan Leslie verse. Samples the song ""Living Together Is Keeping Us Apart"" by Clarence Reid.",7:03,,Feature,No,https://pillowcase.su/f/d2115deae0f69202b643bf889e55fbf8,
Man On The Moon II,"Erase Me
(prod. Jim Jonsin) (feat. Kanye West)","Lead single from Kid Cudi's 2010 album MOTM II: The Legend of Mr. Rager. Written By Scott Mescudi, Kanye West, James Scheffer, & Frank Romano. Recorded by James Wisner. Assisted by Jason Wilkie, & Matt Huber. Mixed by Robert Marks. Assisted by Matt Huber, & Sean McCoy. Additional Mixing by Manny Marroquin. Assisted by Christian Plata, Erik Madrid. Mixed by Manny Marroquin. Assisted by Christian Plata, & Erik Madrid. Programming by Jim Jonsin. Kanye West Vocals Recorded by Anthony Kilhoffer. Keyboards by Jim Jonsin. Guitars by Frank Romano. Mastered by Vlado Meller, & Assisted by Mark Santangelo. Executive produced by: Kid Cudi, Plain Pat, & Emile. Co-executive produced by: Sylvia Rhone.",3:12,Aug 2010,Single,Yes,https://open.spotify.com/track/6XkuklKiHYVTlVvWlTgQYP?si=081a128c4c1c4eeb,
