Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
efiL4zaggiN,"Eazy-E - We Want Eazy
(add. Dr. Dre, MC Ren, Ice Cube & Michel'le) (prod. Dr. Dre & DJ Yella)","Track 7 on ""Eazy-Duz-It"" and released as a post-album single alongside ""Eazy-er Said Than Dunn"". Samples ""Terminator X Speaks with His Hands"" by Public Enemy, ""Boyz-n-the Hood"" by Eazy-E, ""Straight Outta Compton"" by N.W.A, ""Baby Let Me Take You (In My Arms)"" by Detroit Emeralds, ""Ahh... the Name is Bootsy, Baby"" by Bootsy's Rubber Band, ""Funky Drummer"" by James Brown and ""It's My Turn"" by Dezo Daz.",5:01,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Eazy-E - Eazy-er Said Than Dunn
(add. Dr. Dre & MC Ren) (prod. Dr. Dre & DJ Yella)","Track 8 on ""Eazy-Duz-It"" and released as a post-album single alongside ""We Want Eazy"".  Samples ""The Breakdown (Part 1)"" by Rufus Thomas, ""Scratchin'"" by Magic Disco Machine and ""Quiet On Tha Set"" by N.W.A.",3:41,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Eazy-E - No More ?'s
(add. Regina King) (prod. Dr. Dre & DJ Yella)","Track 10 on ""Eazy-Duz-It"". Samples ""Shake Your Rump To The Funk"" by Bar-Kays.",3:54,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Eazy-E - I'mma Break It Down
(add. MC Ren) (prod. Dr. Dre & DJ Yella)","Track 11 on ""Eazy-Duz-It"". Samples ""Sport"" by Lightnin' Rod and ""Rapper's Delight"" by Sugarhill Gang.",3:29,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Eazy-E - Eazy Chapter 8 Verse 10
(prod. Dr. Dre & DJ Yella)","Track 12 on ""Eazy-Duz-It"" and released as a post-album single. Samples ""Sing Sing"" by Gaz.",2:11,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Michael Concepcion - Tellin' Time (Mike's Rap)
(prod. Dr. Dre & Shock G)","Included as a b-side to ""We're All In The Same Gang"". Features rapping by Michael Concepcion, the executive producer of the ""We're All In The Same Gang"" project.",4:27,"May 22, 1990",Production,No,
efiL4zaggiN,"Michel'le - No More Lies
(add. Dr. Dre) (prod. Dr. Dre & LA Dre)","Track 1 on ""Michel'le"" and the lead single released for the album. Samples ""Funky Drummer"" by James Brown.",3:46,"Oct 13, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Nicety
(add. Dr. Dre) (prod. Dr. Dre & LA Dre)","Track 2 on ""Michel'le"". Samples ""Funky President (People It's Bad)"" by James Brown and ""Action"" by Orange Krush.",3:31,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - If?
(add. Michael Holmes) (prod. Dr. Dre & LA Dre)","Track 3 on ""Michel'le"".",4:50,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Keep Watchin'
(prod. Dr. Dre & LA Dre)","Track 4 on ""Michel'le"". Samples ""Think (About It)"" by Lyn Collins.",4:09,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Something in My Heart
(prod. Dr. Dre & LA Dre)","Track 5 on ""Michel'le"".",5:49,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - 100% Woman
(prod. Dr. Dre & LA Dre)","Track 6 on ""Michel'le"". Samples ""Blow Your Head"" by Fred Wesley.",3:32,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Silly Love Song
(add. Denise West, Karen Foster & Vivien Jackson)(prod. Dr. Dre & LA Dre)","Track 7 on ""Michel'le"". Cover of ""Silly Love Song"" by Enchantment. Includes guitar and bass by Stan ""The Guitar Man"" Jones and keys by Donald Travie.",5:29,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Never Been in Love
(prod. Dr. Dre & LA Dre)","Track 8 on ""Michel'le"".",3:40,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Close to Me
(prod. Dr. Dre & LA Dre)","Track 9 on ""Michel'le"".",5:33,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - Special Thanks
(prod. Dr. Dre & LA Dre)","Track 10 on ""Michel'le"".",2:35,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"Michel'le - If? (Reprise)
(add. Michael Holmes) (prod. Dr. Dre & LA Dre)","Track 11 on ""Michel'le"".",1:34,"Oct 23, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - It's Funky Enough
(prod. Dr. Dre)","Track 1 on ""No One Can Do It Better"" and released as the album's lead single. Samples ""Misdemeanor"" by Foster Sylvers, ""Intro/It's A New Day (So Let A Man Come In And Do The Popcorn) (Live At The Apollo Theater/1971)"", ""Stone to the Bone"" and ""Funky President (People It's Bad)"" by James Brown, ""8 Ball"" by N.W.A, ""Brother Hominy Grit"" by Lightnin' Rod, and ""Ain't We Funkin' Now"" by The Brothers Johnson.",4:29,"Jun 16, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Mind Blowin'
(prod. Dr. Dre)","Track 2 on ""No One Can Do It Better"". Samples ""Go See the Doctor"" by Kool Moe Dee and ""Mind Blowing Decisions"" by Heatwave.",3:35,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Lend Me An Ear
(prod. Dr. Dre)","Track 3 on ""No One Can Do It Better"". Samples ""Funky Music Is The Thing"" by Dynamic Corvettes and ""Ain't We Funkin' Now"" by The Brothers Johnson.",3:20,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Comm. Blues
(add. Dr. Dre & Michel'le) (prod. Dr. Dre)","Track 4 on ""No One Can Do It Better"". Includes drums by DJ Yella.",2:22,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Let the Bass Go
(prod. Dr. Dre)","Track 5 on ""No One Can Do It Better"". Samples ""Eazy-Duz-It"" and ""Ruthless Villain"" by Eazy-E, ""The New Style"" by Beastie Boys, and ""Funky Drummer"" by James Brown",3:41,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Beautiful But Deadly
(add. Eazy-E) (prod. Dr. Dre)","Track 6 on ""No One Can Do It Better"". Includes guitar by Stan ""The Guitar"" Man. Samples ""Different Strokes"" by Syl Johnson and ""Cosmic Slop"" by Funkadelic.",5:10,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - The D.O.C. & The Doctor
(prod. Dr. Dre)","Track 7 on ""No One Can Do It Better"". Samples ""Hook and Sling Parts 1&2"" by Eddie Bo, ""This Is It"" by Jimmy Spicer, ""Different Strokes"" by Syl Johnson, ""Fire"" by Jimi Hendrix, ""The Record Keeps Spinning"" by Indeep, ""Everlasting Bass"" by Rodney O & Joe Cooley, ""Walk on By"" by Isaac Hayes, and ""Good Old Music"" by Funkadelic.",4:06,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - No One Can Do It Better
(prod. Dr. Dre)","Track 8 on ""No One Can Do It Better"" and released on the B-side of the ""It's Funky Enough"" single. Samples ""Scratchin'"" by Magic Disco Machine.",4:50,"Jun 16, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Whirlwind Pyramid
(prod. Dr. Dre)","Track 9 on ""No One Can Do It Better"". Samples ""Yellow Sunshine by Yellow Sunshine, ""AJ Scratch"" by Kurtis Blow and ""Getten' to Know You"" by Parliament.",3:45,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Comm. 2
(feat. MC Ren) (add. Dr. Dre) (prod. Dr. Dre)","Track 10 on ""No One Can Do It Better"". Includes drums by DJ Yella. Samples ""If You Want Me To Stay"" by Sly and the Family Stone and ""The Champ"" by The Mohawks.",1:20,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - The Formula
(add. Dr. Dre) (prod. Dr. Dre)","Track 11 on ""No One Can Do It Better"". Samples ""Inner City Blues (Make Me Wanna Holler)"" by Marvin Gaye and ""Scratchin'"" by Magic Disco Machine.",4:11,"Jul 13, 1989",Production,Yes,
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece
(add. Dr. Dre) (prod. Dr. Dre)","Track 12 on ""No One Can Do It Better"". Samples ""Blow Your Head"" by Fred Wesley & The J.B.'s.",2:30,"Jul 13, 1989",Production,Yes,
,Other,,,,,,
efiL4zaggiN,"Eazy-E - We Want Eazy (Remix)
(add. Dr. Dre & MC Ren) (prod. Dr. Dre, DJ Yella & MC Ren)","Released as a maxi-single after the release of ""Eazy-Duz-It"" alongside ""Still Talkin' (Remix)"". Included as track 13 on the 2015 re-release of ""Eazy-Duz-It"". Co-produced by MC Ren. Features production differences, as well as a new verse by Eazy-E and various other lyrical differences.",6:39,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Eazy-E - Still Talkin' (Remix)
(add. Ice Cube & Dr. Dre) (prod. Dr. Dre & DJ Yella)","Released as a b-side to ""We Want Eazy (Remix)"" after the release of ""Eazy-Duz-It"". Included as track 14 on the 2015 re-release of ""Eazy-Duz-It"". Features some different production, samples and arrangement.",5:24,"Sep 13, 1988",Production,Yes,
efiL4zaggiN,"Michel'le - No More Lies (Extended Dance Mix)
(prod. Dr. Dre & LA Dre)","Extended dance remix of ""No More Lies"" included alongside the original on its single release",6:17,"Oct 13, 1989",Production,No,
efiL4zaggiN,"Michel'le - No More Lies (More Lies Version)
(prod. Dr. Dre & LA Dre) ","Shortened ""More Lies"" version of ""No More Lies"" included alongside the original on its single release.",1:48,"Oct 13, 1989",Production,No,
efiL4zaggiN,"The D.O.C. - The Formula (Funky FM Mix)
(prod. Dr. Dre)","Remix of ""The Formula"" released as a single alongside the LP version.",5:37,1989,Production,No,
efiL4zaggiN,"The D.O.C. - Mind Blowin' (Remix)
(prod. Dr. Dre)","Remix of ""Mind Blowin'"", released as a single on 12"" and cassette.",4:26,1989,Production,Yes,
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece (Remix)
(prod. Dr. Dre & C. J. Macintosh)","Remix of ""Portrait Of A Masterpiece"", released as a b-side to ""Mind Blowin' (Remix) on 12"" and cassette. Includes remixed production by C. J. Macintosh.",5:59,1989,Production,No,
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece (CJ's Ed-Did-It Mix)
(prod. Dr. Dre & C. J. Macintosh)","Remix of ""Portrait Of A Masterpiece"" released as a b-side on some single versions of the song.",4:40,1990,Production,No,https://pillows.su/f/0a53576739fc1c84077208bc9463064d
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece (CJ's Ed-Did-It 7"" Mix)
(prod. Dr. Dre & C. J. Macintosh)","Remix of ""Portrait Of A Masterpiece"" released as a b-side on some single versions of the song.",2:57,1990,Production,No,https://pillows.su/f/9310ef4df0c6d84d0442542650c545a1
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece (Hip Hop 12"" Extended Mix)
(prod. Dr. Dre & C. J. Macintosh)","Remix of ""Portrait Of A Masterpiece"" released as a b-side on some single versions of the song.",5:18,1990,Production,No,
efiL4zaggiN,"The D.O.C. - Portrait Of A Masterpiece (House Mix)
(prod. Dr. Dre & C. J. Macintosh)","Remix of ""Portrait Of A Masterpiece"" released as a b-side on some single versions of the song.",,1990,Production,No,
efiL4zaggiN,"The D.O.C. - The D.O.C. & The Doctor (Noisy Mix)
(prod. Dr. Dre) ","Noisy mix of ""The D.O.C. & The Doctor"" released as a single alongside the LP version. Almost a minute longer.",4:49,"Oct 5, 1989",Production,No,
efiL4zaggiN,"The D.O.C. - Somethingtabumpinyacar
(prod. Dr. Dre)","An interlude-esque song that uses ""The D.O.C. & The Doctor"" instrumental, appeared on single releases of the aforementioned song.",3:22,"Oct 5, 1989",Production,No,
"34 Total
1 Intro
3 Single / Album Track
10 Album Track
1 Skit
1 Outro
1 OST Track
2 Feature
13 Production
2 Other",The Chronic,"(05/28/1991) (Efil4Zaggin officially releases)
(12/15/1992) (The Chronic officially releases)",,,,The Chronic is the debut studio album of Compton rapper/producer Dr. Dre.,
,Album Tracks,,,,,,
The Chronic,"The Chronic
(feat. Snoop Dogg) (prod. Dr. Dre)",Track 1 on The Chronic.,1:57,"Dec 15, 1992",Intro,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Fuck Wit Dre Day (And Everybody's Celebratin')
(feat. Snoop Dogg) (prod. Dr. Dre)",Track 2 on The Chronic.,4:51,"Dec 15, 1992",Single / Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Let Me Ride
(feat. Jewell) (prod. Dr. Dre)",Track 3 on The Chronic.,4:20,"Dec 15, 1992",Single / Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"The Day The Niggaz Took Over
(feat. Daz Dillinger, Snoop Dogg & RBX) (prod. Dr. Dre)",Track 4 on The Chronic.,4:33,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Nuthin' But A G Thang
(feat. Snoop Dogg) (prod. Dr. Dre)",Track 5 on The Chronic.,3:57,"Dec 15, 1992",Single / Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Deeez Nuuuts
(feat. Daz Dillinger, Snoop Dogg & Nate Dogg) (prod. Dr. Dre)",Track 6 on The Chronic.,5:06,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Lil' Ghetto Boy
(feat. Daz Dillinger & Snoop Dogg) (prod. Dr. Dre)",Track 7 on The Chronic.,5:24,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"A Nigga Witta Gun
(prod. Dr. Dre)",Track 8 on The Chronic.,3:51,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Rat-Tat-Tat-Tat
(prod. Dr. Dre)",Track 9 on The Chronic.,3:47,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"The $20 Sack Pyramid
(prod. Dr. Dre)",Track 10 on The Chronic.,2:52,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Lyrical Gangbang
(feat. Kurupt, The Lady of Rage & RBX) (prod. Dr. Dre)",Track 11 on The Chronic.,4:04,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"High Powered
(feat. RBX) (prod. Dr. Dre)",Track 12 on The Chronic.,2:43,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"The Doctor's Office
(feat. Jewell, The Lady of Rage & Kevin Lewis) (prod. Dr. Dre)",Track 13 on The Chronic.,1:03,"Dec 15, 1992",Skit,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Stranded On Death Row
(feat. Bushwick Bill, Kurupt, RBX, The Lady of Rage & Snoop Dogg) (prod. The Glove & Dr. Dre)",Track 14 on The Chronic.,4:46,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"The Roach
(feat. RBX) (prod. Dr. Dre)",Track 15 on The Chronic.,4:35,"Dec 15, 1992",Outro,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
The Chronic,"Bitches Ain't Shit
(feat. Tha Dogg Pound, Jewell & Snoop Dogg) (prod. Dr. Dre)",Track 16 on The Chronic.,4:48,"Dec 15, 1992",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=IdlbYf40RPS6CCoL3kPs5A
,Non-Album Tracks,,,,,,
The Chronic,"Deep Cover
(feat. Snoop Dogg) (prod. Dr. Dre)","Track 1 on the soundtrack for the film ""Deep Cover"". Also the lead single released for the soundtrack. This is the first released collaboration between Dr. Dre and Snoop Dogg. Includes bass guitar by Colin Wolfe and guitar by Eric Borders.",4:16,"Apr 9, 1992",OST Track,Yes,
,Features,,,,,,
The Chronic,"Jimmy Z - Prelude
(feat. Dr. Dre) (prod. Dr. Dre & Jimmy Z)",Track 1 on Muzical Madness.,1:07,"Oct 1, 1991",Feature,Yes,
The Chronic,"Jimmy Z - Funky Flute
(feat. Dr. Dre) (add. Cynthia Manley & Chocolate) (prod. Dr. Dre & Jimmy Z)","Track 3 on Muzical Madness. Includes keys by LA Dre, and guitar by David Harvey and Mike Sims.",4:45,"Oct 1, 1991",Feature,Yes,
,Production,,,,,,
The Chronic,"Jimmy Z - Whatever You Want
(add. Dr. Dre & LA Dre) (prod. Dr. Dre & Jimmy Z)",Track 2 on Muzical Madness. Includes keys by LA Dre.,4:24,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Phone Sexxx
(prod. Dr. Dre & Jimmy Z)","Track 4 on Muzical Madness. Includes vocals from Chocolate and Oneida James, keys by LA Dre, basss by Colin Wolfe, and guitar by Mike Sims and David Harvey.",4:43,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Reeperbahn
(add. Marion Montgomery) (prod. Dr. Dre & Jimmy Z)",Track 5 on Muzical Madness. Includes keys and guitar by David Harvey.,4:21,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Reazons
(prod. Dr. Dre & Jimmy Z)","Track 6 on Muzical Madness. Includes keys by Ted Andreadis, bass by Colin Wolfe, and guitar by Mike Sims.",3:34,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Who'z Leroy
(prod. Dr. Dre & Jimmy Z)",Track 7 on Muzical Madness.,3:36,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Crazy You
(prod. Dr. Dre & Jimmy Z)",Track 8 on Muzical Madness. Includes percussion by Brian Kilgore and guitar by Mike Sims.,3:28,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Watching You
(add. Dr. Dre) (prod. Dr. Dre & Jimmy Z)",Track 9 on Muzical Madness. Includes keys by LA Dre.,3:50,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Summertime
(add. Worthy Davis & Ted Andreadis) (prod. Dr. Dre & Jimmy Z)","Track 10 on Muzical Madness. Includes percussion by Brian Kilgore, keys by Ted Andreadis, and guitar by David Harvey.",4:24,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Evil
(add. Jewell) (prod. Dr. Dre & Jimmy Z)",Track 11 on Muzical Madness. Includes keys by David Harvey and guitar by Mike Sims.,4:09,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Hip Hop Harmonica
(add. Josette Pizzella, Lisa Lav & Charles Wiley) (prod. Dr. Dre & Jimmy Z)",Track 12 on Muzical Madness.,4:22,"Oct 1, 1991",Production,Yes,
The Chronic,"Jimmy Z - Muzical Madness
(add. Dr. Dre, Jewell & Colin Wolfe) (prod. Dr. Dre & Jimmy Z)","Track 13 on Muzical Madness. Includes bass by Colin Wolfe, and guitar by Mike Sims.",3:03,"Oct 1, 1991",Production,Yes,
The Chronic,"Jewell - Love Or Lust
(prod. Dr. Dre)",Track 2 on the soundtrack for the film Deep Cover.,3:34,"Apr 14, 1992",Production,Yes,
The Chronic,"The Party - Let's Get Right Down To It
(prod. Dr. Dre & Colin Wolfe)",Track 8 on Free. Includes guitar by Eric Priest.,3:28,"Aug 25, 1992",Production,Yes,
,Other,,,,,,
The Chronic,"Deep Cover [Radio Version]
(feat. Snoop Dogg) (prod. Dr. Dre)",Released on the B-side of the main Deep Cover single.,3:48,"Apr 9, 1992",Other,No,https://pillows.su/f/c43fdfc12aff242d58df90e042d9fc1a
The Chronic,"Lil' Ghetto Boy [Radio Version]
(feat. Daz Dillinger & Snoop Dogg) (prod. Dr. Dre)",Released on the Lil' Ghetto Boy single.,4:14,,Other,No,https://pillows.su/f/be27a30a9a9d6f84407cd239e0b94f03
"65 Total
3 Single
9 Feature
31 Production
15 Mixing
5 Remix
2 Other","The Chronic II: A New World Odor
(Poppa's Got A Brand New Funk)","(12/15/1992) (The Chronic officially releases)
(03/22/1996) (Dr. Dre leaves Death Row Records)",,,Cover by imrobtyler. The title is not a typo. The Chronic II: A New World Odor (Poppa's Got A Brand New Funk) was the working title of Compton rapper/producer Dr. Dre's planned sophomore studio album.,,
,Non-Album Tracks,,,,,,
The Chronic II,"Natural Born Killaz
(with Ice Cube) (prod. Dr. Dre & Sam Sneed)","Track 2 on the soundtrack for the film ""Murder Was The Case"" starring Snoop Dogg. Later released as the soundtrack's second single. Includes keys by Soopafly.",4:51,"Oct 18, 1994",Single,Yes,https://open.spotify.com/track/2AsUIjkkqwLnv5vkiwkvsT?si=0d0330f53a0a4d4e
The Chronic II,"Keep Their Heads Ringin'
(add. Nanci Fletcher) (prod. Dr. Dre & Sam Sneed)","Released as a single for the film ""Friday"" starring Ice Cube. The song was originally recorded in 1994. Samples ""Mad Crew"" by KRS-One and ""The Murder"" by Bernard Herrmann.",5:05,"Mar 7, 1995",Single,Yes,https://open.spotify.com/track/7jIujRjK5JKNrMCcAvYUTN?si=4063dc91f8b44ec5
The Chronic II,"Puffin' On Blunts & Drinkin' Tanqueray
(feat. The Lady of Rage & Tha Dogg Pound) (prod. Dr. Dre & The Glove)","Released on the B-side of the Fuck Wit Dre Day single. Later appeared on ""Death Row: The Singles Collection"".",6:24,"May 8, 1993",Single,Yes,
,Features,,,,,,
The Chronic II,"2Pac - California Love [V1]
(feat. Dr. Dre & Roger Troutman) (add. Barbara Wilson, Danette Williams & Dorothy Coleman) (prod. Dr. Dre & Chris ""The Glove"" Taylor)","Released on a promo vinyl, includes the full outro (which was later heard in the remix).",6:29,"Dec 3, 1995",Feature,No,https://pillows.su/f/7a1fdb5231b9d329e170cf0ceef318ac
The Chronic II,"2Pac - California Love [V2]
(feat. Dr. Dre & Roger Troutman) (add. Barbara Wilson, Danette Williams & Dorothy Coleman) (prod. Dr. Dre & Chris ""The Glove"" Taylor)","Released as a promotional single for ""All Eyez On Me"". Originally meant to feature on Dr. Dre's scrapped ""The Chronic II"", while the remix would be included on ""All Eyez On Me"". The hook is taken from ""West Coast Poplock"" by Ronnie Hudson. Includes keys by Sean ""Barney Rubble"" Thomas and percussion by Carl ""Butch"" Small. Samples ""Woman to Woman"" by Joe Cocker.",4:45,"Dec 3, 1995",Feature,Yes,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35?si=34bd4222aa93452d
The Chronic II,"2Pac - California Love (Remix)
(feat. Dr. Dre & Roger Troutman) (add. Barbara Wilson, Danette Williams & Dorothy Coleman) (prod. Dr. Dre & Laylaw)","Track 12 on disc 1 of ""All Eyez On Me"". Features the same Dr. Dre and 2Pac verses as the original version, but is extended significantly from the length of all single versions, adding a longer outro from Roger Troutman. Laylaw produced the remix but was left uncredited.",6:25,"Feb 13, 1996",Feature,Yes,https://open.spotify.com/track/4DLVB91nzswc4wD7EchmXs?si=a355e1e8eebc4787
The Chronic II,"Sam Sneed - U Better Recognize
(feat. Dr. Dre) (prod. Sam Sneed)","Track 9 on Track 6 on the soundtrack for the film ""Murder Was The Case"" starring Snoop Dogg. Includes a hook and some ad-libs by Dre. Later released as a single by Sneed and included on his album ""Street Scholars"" much later in 2011.",3:54,"Oct 18, 1994",Feature,Yes,https://open.spotify.com/track/6KEJxhBXLDDGrpPwEzvH6v?si=d4a477fe9f7d4343
,Production,,,,,,
The Chronic II,"2Pac - Can't C Me
(feat. George Clinton) (add. Nanci Fletcher) (prod. Dr. Dre)","Track 1 on disc 2 of ""All Eyez On Me"". Samples ""Shake, Rattle and Roll"" by Big Joe Turner, ""I'm Only Out For One Thang"" by Ice Cube, ""Get Off My Dick And Tell Yo Bitch To Come Here"" by Ice Cube, ""Who Am I (What's My Name)?"" by Snoop Dogg and ""(Not Just) Knee Deep"" by Funkadelic.",5:31,"Feb 13, 1996",Production,Yes,
