Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
Head In The Clouds,"88rising - History (Robotaki Remix) [Master 1 - 2]
(with. Rich Brian) (prod. Robotaki)","2 other masters were made for Robotaki's remix of ""History"" by Rich Brian.",,,,Master,Confirmed,Unavailable,
"35 Full
0 Tagged
1 Partial
9 Snippet
21 Unavailable",BALLADS 1,"(11/03/2017) (In Tongues is released)
(10/26/2018) (BALLADS 1 is released)",,,"After the release of the ""In Tongues"" EP. Joji began to work on his next project, his first full length album under Joji, which he would work on alongside the ""Head In The Clouds"" project. Joji would begin working with a lot more producers and artists, and do lots of live shows while working on the project, even performing unfinished versions of songs.",,,,
BALLADS 1,"ATTENTION [Demo]
(prod. Joji)","Demo with different lyrics or rougher vocals may exist as vocals were recorded
in two different sessions, much like the two versions ""NO FUN"" and ""COME THRU"".",,,,Demo,Rumored,Unavailable,
BALLADS 1,"Clams Casino & Thundercat - Bluedawn
(prod. Clams Casino & Thundercat)","OG Name: Bluedawn w/ Thundercat Bass
OG Filename: 3 bluedawn.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",3:53,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"Clams Casino & Thundercat - ??? [OG]
(prod. Rogét Chahayed, Clams Casino & Thundercat)
aka. CAN'T GET OVER YOU","In an interview with Gabby Diaz from Kickin It, Joji stated he never got to meet Thundercat in the studio session when the collaboration happened and said the instrumental was something Clams had from a previous session with Thundercat.",,,,Beat,Confirmed,Unavailable,
BALLADS 1,"CAN'T GET OVER YOU [Masters 1 - 3]
(feat. Clams Casino)
(prod. Rogét Chahayed, Clams Casino, Thundercat & Joji)",CAN'T GET OVER YOU was mastered 3 other times by Frankie Ramirez.,,,,Master,Confirmed,Unavailable,
BALLADS 1,"CAN'T GET OVER YOU [Master 4]
(feat. Clams Casino)
(prod. Rogét Chahayed, Clams Casino, Thundercat & Joji)","OG Filename: Can't Get Over You - Joji - FR Master 4.m4a
Filename in the metadata of the Director's Cut music video. for the song.
The video has a slowed down section that also uses a separate master for
""SLOW DANCING IN THE DARK"" with reversed notes. The linked audio is a rip.",2:13,,"Oct 2, 2018",Master,Full,CD Quality,Link
BALLADS 1,"⭐️ CASSER
(prod. Joji)
aka. IDFLKMST, WHAT ABOUT US","OG Filename: casser V1.wav
Compilation track with ""I Don't Feel Like Killing Myself Today"" and ""What About Us?"".
A lossless file of the song surfaced on February 27th, 2025.",3:14,,"Jan 26, 2024",Throwaway,Full,"Lossless
(2822kbps)",Link
BALLADS 1,"🏆 COME THRU [Demo]
(prod. Shlohmo)
aka. NO CALLER I.D.*","Performed live at WeDidIt’s 10th anniversary festival on June 22nd, 2018.
Contains  a scrapped verse which was entirely changed later on. May have been originally titled ""NO CALLER I.D."" and may also have different production and some unused vocals in the intro, but due to the quality of the recording it's hard to tell.",2:33,,"Jun 22, 2018",Demo,Performed,Recording,Link
BALLADS 1,"Clams Casino & Thundercat - CRT
(prod. Clams Casino & Thundercat)","OG Name: CRT w/ Thundercat Bass
OG Filename: CRT.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",3:42,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"⭐️ DYKILY
(prod. Joji & BRTHR) (writ. Joji)
aka. DON'T YOU KNOW I LOVE YOU","First previewed in the music video for ""Window"" on January 24th, 2018. Later it was used as an introduction to many of Joji's live shows. It was then played in full on the ""LOST BALLADS"" VHS tape which released on April 16th, 2019.
The guitar solo was done by BRTHR, who also did the backing guitar on ""WANTED U"".
It was surprised dropped on February 9th, 2026 as a bonus track for ""Piss In The Wind"".",0:58,"2017
Jan 29, 2026","Feb 9, 2026",Demo,OG File,"Lossless
(2304kbps)",Link
BALLADS 1,"🏆 FEEL THE SAME*
(prod. fish narc)","Snippet previewed by fish narc on an Instagram Live. When asked if it would be releasing he responded with ""Probably never"" due to 88rising clearance issues.",,2017 / 2018,"Jul 11, 2018",Throwaway,Snippet,Recording,Snippet
BALLADS 1,"FUCK THE CLUB [V1]
(prod. Joji)
aka. FTC","Previewed in the 88rising YouTube video ""yeah right, she don’t care if i die"" that was uploaded on May 14th, 2018. It was a Behind-The-Scenes video for ""YEAH RIGHT"".
Nothing is known about this version besides that it has mumbled vocals in the intro.",0:16*,,"May 14, 2018",Demo,Snippet,Recording,Snippet
BALLADS 1,"⭐️ FUCK THE CLUB [V2]
(prod. Joji)
aka. FTC","OG Filename: Fuck The Club - Joji - FR Ruff
OG Filename (Metadata): Fuck The Club - Joji - FR Ruff
Demo with different lyrics and an unused background vocal. The outro lyrics are different as well, instead of being ""I'd rather be next you, no more living lies"" it's instead ""Bitch you love me, don't you run"". The chords in the second half are different as well. ",2:51,2018,"Jan 3, 2025",Demo,OG File,"High Quality
(256kbps)",Link
BALLADS 1,"⭐️ FUCK THE CLUB [V2] [Alt. File]
(prod. Joji)
aka. FTC","OG Filename: Fuck The Club - Joji - FR Ruff 2
OG Filename (Metadata): Fuck The Club
Demo with different lyrics and an unused background vocal. The outro lyrics are different as well, instead of being ""I'd rather be next you, no more living lies"" it's instead ""Bitch you love me, don't you run"". The chords in the second half are different as well.
This file was leaked as a bonus for the ""Focus"" groupbuy, and is likely just a rebounce.",2:51,2018,"May 14, 2026",Demo,OG File,"High Quality
(256kbps)",Link
BALLADS 1,HOLD MY BLOOD [V1 - V3],Demos confirmed by filename.,,,,Demo,Confirmed,Unavailable,
BALLADS 1,⭐️ HOLD MY BLOOD [V4],"OG Filename: Joji 7v4.mp3
OG Filename: (Metadata): Joji 7v4
Pitch demo that was never intended for release, as said by skyupsahl. However, sky 
also said it was made during early 2018 sessions for Nectar, which didn't make sense.
It was added to the pitch system on May 16th, 2018. OG file leaked February 27th 2025.
The file was encoded in iTunes version 12.7.3.46, which released on January 24th, 2018.",2:46,2018,"Sep 1, 2021",Throwaway,OG File,High Quality,Link
BALLADS 1,"⭐️ IDFLKMST [V2]
(prod. Joji)
aka. I DON'T FEEL LIKE KILLING MYSELF TODAY","Pt. 1 of ""Casser"". First heard from a snippet that skyupsahl leaked on July 16th, 2022.
It eventually surfaced on DBREE two years later.",0:51,2017,"Jan 26, 2024",Throwaway,Full,"Lossless
(2822kbps)",Link
BALLADS 1,"✨ I'LL SEE YOU IN 40 [Teaser Ver.]
(prod. Joji)","Previewed on Joji’s Instagram account just days before the release of BALLADS 1.
Nothing is currently known about it besides that it has a changed pitch and speed.
It could just be that the song was edited only for the intention of the Instagram post.",,,"Oct ??, 2018",Teaser Ver.,Snippet,Recording,Snippet
BALLADS 1,"IT G MA (Keith Ape Cover)
(prod. JuniorChef & Keith Ape)","Cover of ""It G Ma"" by Keith Ape.
Performed at 88rising's Asia Tour in Manila on December 6th, 2017.",0:40,,"Dec 6, 2017",Cover,Performed,Recording,Link
BALLADS 1,"🏆 NO COSIGN
(prod. Ronny J)","A hook only version with just Joji may have existed before it was later given to Lil Gnar. A full version with just Joji could also exist too, given that the second snippet isn't part of the hook. Was produced by Ronny J, who later on passed the beat onto Wifisfuneral.",,2018,,Demo,Rumored,Unavailable,
BALLADS 1,"⭐️ NO FUN [Demo]
(prod. Jam City)","Rumored Filename: No Fun ALT
Demo that skyupsahl first leaked a snippet of on February 23rd, 2022.
This version has a rougher beat and the pre-chorus is slightly different.
It's preferable for some over the released version for it's rougher sound.",3:47,,"Jan 26, 2024",Demo,Full,High Quality,Link
BALLADS 1,"R.I.P. [V2]
(prod. Ryan Hemsworth & Joji)
aka. DIE4U*, Firefish*","Solo Version without vocals from Trippie Redd may exist as the song was originally
recorded in New York, way before Joji and Trippie would meet up for sessions in LA.",,,,Demo,Rumored,Unavailable,
BALLADS 1,"R.I.P. [V3]
(feat. Trippie Redd) (prod. Ryan Hemsworth & Joji)
aka. DIE4U*, Firefish*","Snippet that was leaked by MusicMafia, being listed as a Trippie Redd song with 
no mention of Joji. There aren't any known differences, besides the title change.",,,2018,Demo,Snippet,Low Quality,Snippet
BALLADS 1,"✨ RUN LIKE HELL
(prod. Jam City)","OG Filename: run like hell joji jam city
Demo with a hook, background vocals and mumbled lyrics. Unfinished.",3:39,,"Feb 28, 2024",Demo,Full,Lossless,Link
BALLADS 1,"SING [V1]
(prod. Joji)
aka. CAN YOU HEAR ME?*",Demo rumored to exist by filename.,,,,Demo,Rumored,Unavailable,
BALLADS 1,"⭐️ SING [V2]
(prod. Joji)
aka. CAN YOU HEAR ME?*","OG Filename: JOJI SING - Joji - FR RUFF 2
Previewed on the ""LOST BALLADS"" VHS tape, which was also released on 88rising's YouTube channel on April 16th, 2019. Seemingly uses / samples pitched down vocals from either Ski Mask the Slump God or Smokepurpp. It's currently unclear who it is.",1:32,,"Feb 27, 2025",Throwaway,Full,CD Quality,Link
BALLADS 1,"SLOW DANCING IN THE DARK [Demo]
(prod. Joji & Patrick Wimberly)
aka. SLOW DANCE IN THE DARK","Possible demo heard on the ""LOST BALLADS"" VHS tape, which also released on 88rising's YouTube channel on April 16th, 2019. The only noticable difference is that it uses a different clap in the instrumental as far as I can tell because of the bad audio quality.
I believe the video clip is from a performance that happened after the song released.",,,"Apr 16, 2019",OG,Snippet,Recording,Snippet
BALLADS 1,"SLOW DANCING IN THE DARK [Final Mix]
(prod. Patrick Wimberly & Joji)
aka. SLOW DANCE IN THE DARK","OG Filename: SDITD_PW_MIX1_NoNoise_NoLimit_070618
Filename for the Final Mix for ""SLOW DANCING IN THE DARK"" from Patrick Wimberly.
Bounced at The CRC in Brooklyn, New York, likely during the studio session with Joji.",3:43,"Jul 6, 2018",,Final Mix,Confirmed,Unavailable,
BALLADS 1,"SLOW DANCING IN THE DARK [Masters 1 - 2]
(prod. Joji & Patrick Wimberly)
aka. SLOW DANCE IN THE DARK",SLOW DANCING IN THE DARK was mastered 2 other times by Frankie Ramirez.,,,,Master,Confirmed,Unavailable,
BALLADS 1,"SLOW DANCING IN THE DARK [Master 3]
(prod. Joji & Patrick Wimberly)
aka. SLOW DANCE IN THE DARK","OG Filename: Slow Dancing In The Dark - Joji - 24 bit - FR Master 3.wav
Master used in the Director's Cut music video for the song. Only difference is mixing.
The video has a slowed down part with audio from ""SLOW DANCING IN THE DARK"".
This file linked is not the original file, it's just a rip straight from the Director's Cut.",3:43,"Jul 23, 2018","Sep 12, 2018",Master,Full,CD Quality,Link
BALLADS 1,"SLOW DANCING IN THE DARK [Rev. Notes Master]
(prod. Joji & Patrick Wimberly)
aka. SLOW DANCE IN THE DARK","OG Filename: SDITD_PW_MIX1_NoNoise_NoLimit_070618 - rev notes master.wav
Filename in the metadata of the Director's Cut for ""CAN'T GET OVER YOU"".
This version of the song that plays in the part where Joji gets a buzz cut. It appears that the much slower pitch and tempo is likely a separate mix, not done through video editing unlike the reversing of the audio. It was likely only created to be used for the music video. Mastered by Chris Athens.",0:26*,"Aug 7, 2018","Oct 2, 2018",Master,Snippet,High Quality,Snippet
BALLADS 1,"Clams Casino & Thundercat - Sparkle
(prod. Clams Casino & Thundercat)","OG Name: Sparkle w/ Thundercat Bass
OG Filename: 2 sparkle.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",2:55,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"TEST DRIVE [Demo]
(prod. RL Grime)","Demo with different lyrics or rougher vocals may exist as vocals were recorded
in two different sessions, much like the two versions ""NO FUN"" and ""COME THRU"".",,,,Demo,Rumored,Unavailable,
BALLADS 1,"Clams Casino & Thundercat - The Fire's Alive [V1]
(prod. Clams Casino & Thundercat)","Possible OG Filename: 4 The Fire's Alive
Version with vocals might exist implied by filename.",3:06*,,,Unknown,Rumored,Unavailable,
BALLADS 1,"Clams Casino & Thundercat - The Fire's Alive [V2]
(prod. Clams Casino & Thundercat)","OG Name: The Fire's Alive w/ Thundercat Bass
OG Filename: 4 The Fire's Alive - inst version.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.
Seems to be an instrumental bounce of an already existing song.",3:06,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"⭐️ TRIPPIE
(prod. Joji)","OG Filename: TRIPPIE (ROUGH BEAT & VOX).mp3
A very rough open verse demo that might have been intended for Trippie Redd.
It was privately uploaded onto Joji's SoundCloud account on February 26th, 2018.",3:28,,"Mar 4, 2024",Demo,Full,High Quality,Link
BALLADS 1,"⭐️ UNTITLED
(prod. Joji)
aka. LOVE US AGAIN*, UGLY*, WRONG TYPE*","OG Filename: joji loves us again_1.mp3
OG Filename (Metadata): Joji - Untitled 1
Leaked by Alek after a successful groupbuy for $250. A year after it leaked, 88rising would post a story on Instagram stating it wasn't a ""Joji-related song"" and that it was
 a reference pop track written for other artists. The track was never meant for release.
At the very beginning of the recording, you can hear Joji saying ""this'll hit"". The OG File for the song later leaked by jae on April 19th, 2026.",2:31,2018,"Aug 31, 2019",Reference,OG File,CD Quality,Link
BALLADS 1,"✨ ryanjacob & riclaflare - Untitled
(prod. ryanjacob & riclaflare)","OG Name: joji_1 Prod ryan x ric
Beat by ryanjacob that was meant for for Joji.
Uploaded to ryanjacob's SoundCloud acount on March 31st, 2018.",2:24,"Mar 31, 2018","Jan 9, 2026",Beat,OG File,CD Quality,Link
BALLADS 1,"WANTED U [Demo]
(prod. Joji & BRTHR)","Performed live at NOIZ Club in Bangkok on December 6th, 2017.
The only real difference is that there’s no guitar solo in this version.",,,"Dec 6, 2017",Demo,Performed,Recording,Snippet
BALLADS 1,"⭐️ WHAT ABOUT US?
(prod. Joji)","Pt. 2 of ""Casser"". First heard in a leaked Discord Call with skyupsahl. Later leaked on DBREE by someone who privately bought the song and didn't have enough space on their phone, so they uploaded it there thinking it wasn't public. (LOL)
Samples a recording of Joji harmonizing in the bathroom, and there's a short rap-like verse with a beat switch at the end, which sounds very similar to the end of ""Demons"". The song that's heard in the intro is ""Tennessee Waltz"" by Patti Page.
""Casser"" could be a nod to Brian Cassar, who was a British singer and guitarist known as Casey Jones. He led the first notable beat group Cass and the Cassanovas, who were early rivals of The Beatles in the city. His surname was also often misspelled as Casser.",2:22,,"Jan 26, 2024",Throwaway,Full,"Lossless
(2822kbps)",Link
BALLADS 1,"WHY AM I STILL IN LA [Final Mix]
(feat. Shlohmo & D33J) (prod. Shlohmo & D33J)","Final Mix of ""WHY AM I STILL IN LA"" from Shlohmo. 
Bounced at WeDidIt Studios during the session with Joji.",,"Feb 13, 2018",,Final Mix,Confirmed,Unavailable,
BALLADS 1,"🥇 YEAH RIGHT [Demo]
(prod. Joji)","Demo with a different kick and no guitar. Performed at 88rising's Double Happiness Tour at the Shrine Expo Hall in LA on February 10th 2018. After performing the track,
Joji stated ""that shit's not done yet, but it's coming, it's coming.""",2:34*,,"Feb 10, 2018",Demo,Performed,Recording,"Link
HQ Snippet"
BALLADS 1,"YEAH RIGHT [Master 1]
(prod. Joji) (guit. YAYGO.)","OG Filename: Yea Right Master Joji
Rough Master from Frankie Ramirez. It also has heavier bass at the second verse.",2:53,2018,"Feb 27, 2025",Master,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [Master 2]
(prod. Joji) (guit. YAYGO.)","OG Filename: Yea Right Master Joji - FR MASTER 1
Master from Frankie Ramirez with mixing differences.",2:59,2018,"Feb 27, 2025",Master,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [Master 3]
(prod. Joji) (guit. YAYGO.)","OG Filename: Yea Right Master Joji - FR MASTER DANGEROUS
Master from Frankie Ramirez with mixing differences.",2:59,2018,"Feb 27, 2025",Master,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [Master 4]
(prod. Joji) (guit. YAYGO.)","Possible OG Filename: x.Yea Right Master Joji - FR MASTER DIRTY 4
Earlier master from Frankie Ramirez. Confirmed by the filename.",2:59*,2018,,Master,Confirmed,Unavailable,
BALLADS 1,"YEAH RIGHT [Master 5]
(prod. Joji) (guit. YAYGO.)","OG Filename: x.Yea Right Master Joji - FR MASTER DIRTY 5
Master from Frankie Ramirez with mixing differences.
It could be the final master, but currently unconfirmed.",2:59,2018,"Feb 27, 2025",Master,Full,CD Quality,Link
BALLADS 1,"???
(prod. Joji)",Snippet of Joji playing the piano during his segment of Bloomberg's video on 88rising.,,,"Dec 3, 2017",Demo,Snippet,Recording,Snippet
BALLADS 1,???,"Sounds heard in a session during Joji's segment of Bloomberg's video on 88rising.
(i don't know what description i can even give, it's kinda just an ensemble of sounds)",,,"Dec 3, 2017",Demo,Snippet,Recording,Snippet\
BALLADS 1,???,"Harmony heard on the ""LOST BALLADS"" VHS tape which also released on YouTube on April 16th, 2019. It's unclear if the harmony was ever actually used for anything though.",,,"Apr 16, 2019",Harmony,Snippet,High Quality,Snippet
BALLADS 1,PnB Rock - Anything [V1],"Solo version of ""Anything"" by PnB Rock without Joji's verse.",3:30,2018,2023,OG,Full,High Quality,Link
BALLADS 1,"⭐️ PnB Rock - Anything [V2]
(feat. Joji)","OG Filename: Anything - PnbRock.Joji - FR Rough Mix 1
Scrapped song from PnB Rock with a feature from Joji. PnB Rock and Joji 
likely met up through Frankie Ramirez since he was also PnB Rock's engineer.",3:32,2018,"Feb 27, 2025",Feature,Full,CD Quality,Link
BALLADS 1,"Lil Gnar - FeelTheRage [OG]
(feat. Night Lovell* & Joji*) (prod. Killstation*)",Lil Gnar stated in an interview that the song was recorded in early 2017.,,2017,,OG,Confirmed,Unavailable,
BALLADS 1,"Lil Gnar - FeelTheRage [Mix 1 - 8]
(feat. Night Lovell & Joji) (prod. Killstation)",FeelTheRage was mixed 8 other times.,,,,Mix,Confirmed,Unavailable,
BALLADS 1,"Ryan Hemsworth - Think About You [V1 - V2]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About U","Demos confirmed to exist with a ""V3"" in the SoundCloud URL.",,,,Demo,Confirmed,Unavailable,
BALLADS 1,"Ryan Hemsworth - Think About You [V3]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About U","OG Filename: Think About You.wav
Demo uploaded to Ryan Hemsworth's SoundCloud on March 20th, 2018.
Possibly bounced on January 31st, 2018 as the SoundCloud URL mentions it.",2:49,"Jan 31, 2018*","Jan 9, 2026",Demo,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [V4]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You",Another bounce confirmed to exist by the original SoundCloud URL.,2:49,2018,,Demo,Confirmed,Unavailable,
BALLADS 1,"Ryan Hemsworth - Think About U [Mix 1]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: Think About U.wav
Mix uploaded to Ryan Hemsworth's SoundCloud on April 3rd, 2018.",2:49,"Apr 3, 2018","Jan 9, 2026",Mix,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [Mix 2]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: Think About U ft. Joji.mp3
Mix uploaded to Ryan Hemsworth's SoundCloud on July 18th, 2018.",2:49,2018,"Jan 9, 2026",Mix,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [Mix 3]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: 11 Think About U (ft. Joji).mp3
Mix uploaded to Ryan Hemsworth's SoundCloud on September 3rd, 2018.",2:49,2018,"Jan 9, 2026",Mix,Full,High Quality,Link
BALLADS 1,"PRETTYMUCH - Traditions [V1]
(prod. RL Grime, Diplo & Boaz van de Beatz)
aka. OMG","The original version of ""OMG"" by PRETTYMUCH. Originally titled ""Traditions"".
It’s said that RL Grime played some beats to Chief Keef during a studio session and that he went with the same beat on ""Traditions"" despite it already been used.
Zion Kuwonu later went live on Instagram to show a grudge against RL Grime.",2:17*,2018,"Apr 18, 2018",OG,Partial,Recording,"Snippet #1
Snippet #2"
BALLADS 1,"RL Grime - OMG [V2]
(feat. Chief Keef) (prod. RL Grime, Diplo & Boaz van de Beatz)
aka. Traditions","Weeks after Chief Keef recorded on ""OMG"" for RL Grime, Joji was later offered a place on the song and lines from the original song were changed like ""Tradition for the squad"" to ""Donuts on the quad"". It's said that RL Grime possibly bought the rights to the song.",,2018,,Demo,Confirmed,Unavailable,
BALLADS 1,"Getter - On My Way Out [Mix 1 - 3]
(feat. Joji) (prod. Getter)",Earlier mixes confirmed by filename.,,,,Mix,Confirmed,Unavailable,
BALLADS 1,"Getter - On My Way Out [Mix #4]
(feat. Joji) (prod. Getter)","OG Filename: OMWO MIX 4
Earlier mix.",,,,Mix,Full,High Quality,Link
BALLADS 1,"Lil Toe - Pipe Down [V1 - V8]
(prod. Joji)","8 other versions of ""Pipe Down"" may exist.",,,,Demo,Rumored,Unavailable,
BALLADS 1,"ryanjacob - Untitled
(prod. ryanjacob)","OG Name: JOJI CHORDs IDEA
Chords from ryanjacob for Joji that was likely never even used by Joji.
Uploaded to ryanjacob's SoundCloud account on December 26th, 2017.",1:25,2017,"Jan 9, 2026",Beat,OG File,CD Quality,Link
BALLADS 1,"🥇 Higher Brothers - Zombie [Beat]
(prod. Joji)","Joji produced the instrumental for ""Zombie"" by the Higher Brothers way before Brian or them ever recorded over it. They later recorded their vocals in a session in Indonesia, so the song was initially recorded sometime in December 2017, before release in 2019.",,,,Beat,Confirmed,Unavailable,
"3 Full
0 Tagged
1 Partial
1 Snippet
0 Unavailable",LOST BALLADS,"(10/26/2018) (BALLADS 1 is released)
(04/16/2019) (LOST BALLADS is released as a VHS tape)",,,,,,,
LOST BALLADS,"🏆 CAN'T GET OVER YOU (Channel Tres Remix)
(prod. Channel Tres)","Remix of ""CAN'T GET OVER YOU"" by Channel Tres that was previewed on the
""LOST BALLADS"" VHS tape. The VHS tape was also released on Joji's YouTube channel on April 16th, 2019. It’s unclear as to why the remix was never released.",1:35*,,"Apr 16, 2019",Remix,Partial,High Quality,"Snippet #1
Snippet #2
Snippet #3"
LOST BALLADS,"⭐️ GOD WANNA KILL ME
(prod. Joji)","OG Filename: god wanna kill me.wav
A somewhat sweet-sounding with a guitar instrumental and a beat switch at the end.
It also reuses / shares the ""Please don't kill me god"" line with ""I'LL SEE YOU IN 40"".
The original Logic Pro export for the song was leaked on February 27th, 2025.
It is possible that this file was a rebounce much like ""DYKILY"", as skyupsahl stated that the song was from Chloe Burbank.",1:11,"Sep 3, 2018","Jan 28, 2024",Throwaway,OG File,"Lossless
(2822kbps)",Link
LOST BALLADS,"🏆 IT'S NOT THAT EASY BEING GREEN*
(prod. Joji)","Performed live at a show in Europe on December 16th, 2018, and later played on the ""LOST BALLADS"" VHS tape, though they only played the drums from the beginning.",2:18,,"Dec 16, 2018",Beat,Performed,Recording,"Link
HQ Snippet"
LOST BALLADS,"✨ The Jimmy Castor Bunch - The Last Olé (Joji Remix)
(prod. Joji)
aka. THE LAST OLÉ*","In an episode of Mass Appeal's YouTube series ""Rhythm Roulette"" where a producer is blindfolded and must pick 3 vinyl records at random and sample them, Joji picks out a few records, but he only ends up sampling ""The Last Olé"" by The Jimmy Castor Bunch.",1:08,"Nov 16, 2018","Dec 17, 2018",Beat,Full,Recording,"Link
HQ Snippet"
LOST BALLADS,"🏆 Sevdaliza - Human Nature (Remix)
(feat. Joji) (prod. Sevdaliza & Mucky)","Remix of ""Human Nature"" by Sevdaliza featuring Joji, previewed on Sevdaliza's Instagram account on February 22nd, 2019. She said that it was scrapped due to conflicting schedules and labels, which happens a lot with collaborations with Joji.",0:29*,,"Feb 22, 2019",Feature,Snippet,Recording,Snippet
"14 Full
0 Tagged
2 Partial
0 Snippet
2 Unavailable","Head In The Clouds II
aka. Head In The Clouds 2","(09/22/2018) (Head In The Clouds is released)
(10/11/2019) (Head In The Clouds II is released)",,,"The first collaborative project between the artists signed to 88rising.
Joji was also the album's executive producer.",,,,
Head In The Clouds II,"🗑️ Breathe (TWEEK TUNE Remix)
(prod. TWEEK TUNE)","OG Filename: tweek tune - joji & 88rising - Breath COVER .mp3
Remix of ""Breathe"" by TWEEK TUNE. Genuinely fucking trash.",1:48,2020,"Jan 12, 2026",Remix,OG File,"High Quality
(192kbps)",Link
Head In The Clouds II,"Daniel Wilson - Focus [V1]
(ref. Daniel Wilson)","OG Filename: Joji Focus Verse.mp3
Reference Track from Daniel Wilson for an unreleased song titled ""Focus"".
Joji's version later surfaced on May 14th, 2026 after a succesful groupbuy.",3:18,,"Jan 26, 2024",Reference,Full,CD Quality,Link
Head In The Clouds II,Focus [V2],"Possible OG Filename: Focus - Joji - FR Ruff
Earlier version confirmed by filename.",3:18,,,Demo,Confirmed,Unavailable,
Head In The Clouds II,✨ Focus [V3],"OG Filename: Focus - Joji - FR Ruff 2.mp3
OG Filename (Metadata): Focus
Open verse demo that was first heard of from a leaked writer's demo.
Leaked after a successful groupbuy was completed on May 14th, 2026.
Likely recorded between sessions for Head In The Clouds II and Nectar.",3:18,2019,"May 14, 2026",Demo,OG File,CD Quality,Link
Head In The Clouds II,"Aryay - Untitled [V1]
(prod. Aryay)
aka. Lovin' You, Loving You","OG Filename: Rock vibes 78 BPM trap drums.wav
Original Beat for ""Lovin' You"".",0:49,,"Mar 29, 2026",Beat,OG File,"Lossless
(2116kbps)",Link
Head In The Clouds II,"Lovin' You [V2]
(ref. AUGUST 08) (prod. Aryay)
aka. Loving You","OG Filename: Lovin You - Open Verse (11.02.18).mp3
Open Verse version of ""Lovin' You"" without AUGUST 08.
Leaked after a successful groupbuy for the sessions of the 4 mumble tracks for $400.",1:16,"Nov 2, 2018","Mar 29, 2026",Demo,OG File,CD Quality,Link
Head In The Clouds II,"⭐️ Lovin' You [V3]
(ref. AUGUST 08) (prod. Aryay)
aka. Loving You","OG Filename: Lovin You (11.02.18).mp3
Originally said to be from the Chloe Burbank era, however this wasn't the case.
Has a chorus and mumble from Joji along with mumble from AUGUST 08.",1:16,"Nov 2, 2018","Jan 28, 2024",Demo,OG File,CD Quality,Link
Head In The Clouds II,"⭐️ Need Is Your Love [OG]
(prod. G Koop, 1Mind & Reske)","Demo without vocals by GENERATIONS from EXILE TRIBE.
Has a stripped back instrumental and more vocals from Joji.",3:18,,"May 7, 2024",OG,Full,CD Quality,Link
Head In The Clouds II,"Skeletons [V2]
(prod. Aryay)","OG Filename: Skeletons - Ref 1 (11.02.18).mp3
Mumble reference for ""Skeletons"" by Joji.
Leaked after a successful groupbuy for the sessions of the 4 mumble tracks for $400.",1:50,"Nov 2, 2018","Sep 21, 2024",Reference,OG File,CD Quality,Link
Head In The Clouds II,"✨ Skeletons [V3]
(prod. Aryay)","OG Filename: Skeletons - Ref 2 (11.02.18).mp3
2nd reference for ""Skeletons"" by Joji.
Leaked after a successful groupbuy for the sessions of the 4 mumble tracks for $400.",0:57,"Nov 2, 2018","Mar 29, 2026",Reference,OG File,CD Quality,Link
Head In The Clouds II,"Victor Sesh [V2]
(prod. Aryay)
aka. Victor","OG Filename: Victor Sesh - Ref 1 (11.02.18).mp3
Mumble reference for ""Victor"" by Joji. Leaked after a successful groupbuy.",3:13,"Nov 2, 2018","Sep 21, 2024",Reference,OG File,CD Quality,Link
Head In The Clouds II,"Victor Sesh [V3]
(prod. Aryay)
aka. Victor","OG Filename: Victor Sesh - Ref 2 (11.02.18).mp3
2nd reference for ""Victor"" by Joji. Leaked after a successful groupbuy.",2:18,"Nov 2, 2018","Apr 13, 2024",Reference,OG File,CD Quality,Link
Head In The Clouds II,"Who Made You [V3]
(prod. Aryay)
aka. Who Made You God, God Complex","OG Filename: Who Made You - Ref 1 (11.02.18).mp3
Mumble reference for ""Who Made You"" by Joji. Leaked after a successful groupbuy.
The song was later given to Anjulie's song ""God Complex"", which wasn't a good song.",1:09,"Nov 2, 2018","Sep 21, 2024",Reference,OG File,CD Quality,Link
